user_id,avg_rating,review_count,favorite_topic,avg_review_length,user_type
-6GQDYZxSKX23WmXBpiJ5w,5.0,1,Sandwich & Deli Lovers,100.0,Generous Reviewer
-6MKzFSO3n9egKtXiCSngQ,5.0,1,Craft Beer & Nightlife,108.0,Generous Reviewer
-7_REsKkMLAaZKOJlb79Ew,3.0,1,Vietnamese & Pho,140.0,Casual Reviewer
-7q3rd8_NeMXnMGySFFpEg,4.0,1,Unknown,725.0,Detailed Reviewer
-8PU0Z4Q2Nc-sY0eBj4DiQ,5.0,1,Unknown,1201.0,Generous Reviewer
-8Uj3PXAO-RoGz9yFupqDA,4.0,1,Unknown,1688.0,Detailed Reviewer
-8iv_JvkCIe7a3-g3lMUJg,5.0,1,Unknown,269.0,Generous Reviewer
-8lwAj0DYzmakcf-snkkaQ,5.0,1,Unknown,313.0,Generous Reviewer
-8yU8QN8jvCZeBksBOsmyg,1.0,1,Unknown,542.0,Harsh Critic
-9AihVqkmNMCkab1RE3uBg,4.0,1,Unknown,1337.0,Detailed Reviewer
-9HSI_V_J9oUhg0qwJl-oA,4.0,1,Unknown,194.0,Casual Reviewer
-9Smfxm3LlpB2QCInOsWOw,5.0,1,Unknown,210.0,Generous Reviewer
-9sKZxD6GGSgGcTGDQoXYA,5.0,1,Service Experience Reviews,1204.0,Generous Reviewer
-9wZ5ndiE6jEVet0j7PKXw,4.0,1,Pizza Enthusiasts,314.0,Casual Reviewer
-A5kghblfqZouMHSD0fnZA,1.0,1,Unknown,420.0,Harsh Critic
-AGLoncQKBFVYCkfe59Hmg,5.0,1,Unknown,444.0,Generous Reviewer
-AJV31rH5tZmKI0f0rlQnA,4.0,1,Unknown,1637.0,Detailed Reviewer
-AOHJ6Ur85pOI4MrMEx9Lw,4.0,1,Breakfast & Brunch Lovers,200.0,Casual Reviewer
-A_IilsBqWOffdM9v0wEgw,5.0,1,Unknown,1204.0,Generous Reviewer
-B-QEUESGWHPE_889WJaeg,3.25,4,Coffee & Cafe Culture,724.25,Detailed Reviewer
-B9zHGC2kLMSKdjeXiwYrA,2.0,1,Unknown,1680.0,Harsh Critic
-BB9oz-WY-H2oBazb4Ltzw,5.0,1,Unknown,316.0,Generous Reviewer
-BSdg84TJ6_H3WyeKOPGpQ,3.0,1,Unknown,585.0,Detailed Reviewer
-BUc-4dOQD_fJoI411WfRA,5.0,1,Unknown,365.0,Generous Reviewer
-BW3vpjG_RDxdlFs7xneOg,3.0,1,Unknown,152.0,Casual Reviewer
-BrwJjZmjXWJtt9vOnwVGw,5.0,1,Pizza Enthusiasts,762.0,Generous Reviewer
-BvuV_I0aWBeVcqTKbml3w,5.0,1,Sushi & Japanese Cuisine,350.0,Generous Reviewer
-C3-Q5gjJ5Wa9o5oCk5upA,4.0,1,Unknown,255.0,Casual Reviewer
-C4OgUNSz3WDAmgIeEIDSw,4.0,1,Desserts & Donuts,317.0,Casual Reviewer
-CTVKe6KxXl2hPjFKHhxaQ,5.0,1,Mexican Food Lovers,927.0,Generous Reviewer
-CTf8F2gDhxcAd7amdhADg,1.0,1,Unknown,206.0,Harsh Critic
-Dt5o6GpQcXQfVeWpHNtDg,4.0,1,Service Experience Reviews,422.0,Casual Reviewer
-EJ8LHtlC5DTRF4q29WeSw,5.0,1,Unknown,251.0,Generous Reviewer
-E_2TqJ9qVuqBwtHsr6IQw,5.0,1,Unknown,471.0,Generous Reviewer
-EbVuBtFKOalsIcNlfc7Fg,5.0,1,Unknown,287.0,Generous Reviewer
-EtjIANdRP2RbhRpcRISfw,4.0,1,Unknown,566.0,Detailed Reviewer
-EvcVRYcye_zoPmlMruZLA,1.0,1,Pizza Enthusiasts,789.0,Harsh Critic
-FX-LKUZXtxt14XUecvFGg,5.0,1,Unknown,422.0,Generous Reviewer
-FZflX-9vOaeT3h9IicwXA,3.0,1,Mexican Food Lovers,255.0,Casual Reviewer
-FtiZ-vLHEPGCCPPPEEXeQ,3.0,2,Desserts & Donuts,810.5,Detailed Reviewer
-FvcpF0bpz9dmScCZ7eKUQ,1.0,1,Unknown,839.0,Harsh Critic
-FxsSuwDbIII7yo5BjHpiA,4.0,2,Unknown,1403.0,Detailed Reviewer
-G-s0z4MVaIjHIRAWp1myw,4.0,1,Breakfast & Brunch Lovers,256.0,Casual Reviewer
-G7Zkl1wIWBBmD0KRy_sCw,4.333333333333333,3,Chinese Cuisine,1487.6666666666667,Detailed Reviewer
-GmiE0fXRpPQWse0z1UBKA,3.0,1,Mexican Food Lovers,252.0,Casual Reviewer
-HQPWlEOtMi_ePUaXa1YhQ,5.0,1,Unknown,535.0,Generous Reviewer
-Hapxd7xjdCmCzz6NxBK3Q,5.0,1,Breakfast & Brunch Lovers,205.0,Generous Reviewer
-HiWKo3enF3P0TMHGmd9nQ,1.0,1,Unknown,387.0,Harsh Critic
-Hq64CCrrCzhs4D88l-Eog,2.0,1,Unknown,635.0,Harsh Critic
-IaE-E08bbmdhPZPcOPZ0A,5.0,1,Burger & Fast Food Fans,775.0,Generous Reviewer
-J9mS1WHKPIZ_F45ovjKJQ,3.0,1,Unknown,109.0,Casual Reviewer
-JFWl4rgAoAU50OL-jMPhQ,3.0,1,Unknown,422.0,Casual Reviewer
-Ji1RMMC4bZAUhUqZy62yQ,5.0,1,Mexican Food Lovers,282.0,Generous Reviewer
-Jipnel1kYuNgvQxG1yLWg,3.0,1,Burger & Fast Food Fans,1434.0,Detailed Reviewer
-K2Tcgh2EKX6e6HqqIrBIQ,2.0,1,Unknown,1690.0,Harsh Critic
-K56p2pVFfcvtOJPsPyg5w,3.0,1,Unknown,1073.0,Detailed Reviewer
-KdkbfnPFokvqeHwebHWmA,5.0,1,Craft Beer & Nightlife,621.0,Generous Reviewer
-KduD3wwydWDq2GrODh2tw,4.0,1,Unknown,241.0,Casual Reviewer
-Lpme8lSnX8jrUy4i7Ja7g,2.5,2,Unknown,1129.5,Harsh Critic
-M1IvsLv7471ZtVyqQZniQ,5.0,1,Unknown,534.0,Generous Reviewer
-M7I-qxqNnhSgrmzRsz9_A,5.0,1,Unknown,404.0,Generous Reviewer
-M7j-oxmON6kWtCBsoztpw,5.0,1,Craft Beer & Nightlife,244.0,Generous Reviewer
-MHfvsL6_3XHJ9Q4yVWgQg,1.0,1,Burger & Fast Food Fans,241.0,Harsh Critic
-Mvmhy2dk50HsTTvS3SU6Q,2.0,1,Vietnamese & Pho,465.0,Harsh Critic
-N7IUzZJZLcaoQGrMDZXhQ,1.0,1,Unknown,219.0,Harsh Critic
-NSZf2qo1GOe52ZgXEfWwg,5.0,1,Unknown,231.0,Generous Reviewer
-NwtV6xvM4zSLrSioHUOMQ,2.0,1,Unknown,160.0,Harsh Critic
-O33hKUVoBMTpELvDj1log,4.0,1,Unknown,415.0,Casual Reviewer
-OCbPl8jDXA-RzGjaQdEQA,1.0,1,Pizza Enthusiasts,300.0,Harsh Critic
-OQ6kwIlSBHVTT04OtEvTQ,5.0,1,Pizza Enthusiasts,386.0,Generous Reviewer
-Oyi4dDuax3yGa-Pnyf9jg,4.0,1,Unknown,116.0,Casual Reviewer
-P20tFI49TIGDjpvD3WObQ,5.0,1,Unknown,395.0,Generous Reviewer
-P7QbuJKBALJYH2_cBgj8A,4.0,1,Unknown,409.0,Casual Reviewer
-PKqpPxTS_u3_bHFf8Daow,5.0,1,Unknown,485.0,Generous Reviewer
-PM0oSHdDr_n3Tmm31sbTQ,4.0,1,Unknown,669.0,Detailed Reviewer
-PutZ9rLKWD7YKeKWI2DFw,5.0,1,Unknown,105.0,Generous Reviewer
-Q8ZtDOZpvLKdGGlFpiOmQ,4.0,1,Mexican Food Lovers,336.0,Casual Reviewer
-Ql3gdhUPvY3gQ9jr7nN0A,5.0,1,Unknown,493.0,Generous Reviewer
-QmEKJ_CzZnT9biZHddfZQ,4.0,1,Craft Beer & Nightlife,1038.0,Detailed Reviewer
-QyfFmiyK-z9hBvuh9c05g,5.0,1,Unknown,388.0,Generous Reviewer
-R29vjcSzehpuyKr0BB7WA,3.0,1,Unknown,380.0,Casual Reviewer
-R9fyD7N4i1o-LMTgGjAUQ,5.0,1,Unknown,190.0,Generous Reviewer
-RV-gM2t2sp23BfZGVK6gA,5.0,1,Pizza Enthusiasts,541.0,Generous Reviewer
-RmB3MarVqAq-pXWN1mJnQ,5.0,1,Breakfast & Brunch Lovers,306.0,Generous Reviewer
-STnJgWqqLiKp8Ny1aVr1w,4.0,1,Unknown,1594.0,Detailed Reviewer
-TLXQfY2lZ6DVWQj4BosxQ,4.0,1,Vegan & Healthy Eating,643.0,Detailed Reviewer
-TZ_tYNaWL3bWgk32mTebQ,5.0,1,Desserts & Donuts,257.0,Generous Reviewer
-TbX3AYOIEyo6-b67MT8eA,1.0,1,Sushi & Japanese Cuisine,486.0,Harsh Critic
-TdnnNdi7xAW-xR7lcEXXQ,4.0,1,Mexican Food Lovers,207.0,Casual Reviewer
-Tf7pnWV15rsbxVBKGgtAg,5.0,1,Pizza Enthusiasts,441.0,Generous Reviewer
-Tg5YTEMbnYw3fQN99xKCQ,5.0,2,Sushi & Japanese Cuisine,367.5,Generous Reviewer
-Ub6sTS9u9scC5y_85l8xg,5.0,1,Thai & Spicy Food,237.0,Generous Reviewer
-Ubxybf2dtlBgKw9uvYfpQ,3.0,1,Mexican Food Lovers,683.0,Detailed Reviewer
-V7frksbFjKQYVhrPnnlPw,4.0,1,Unknown,276.0,Casual Reviewer
-VLfxn4HC72fB2srLc30UA,4.0,1,Sushi & Japanese Cuisine,1145.0,Detailed Reviewer
-WdMmmWVU5TZ9bfy0Cg3Ng,4.5,2,Coffee & Cafe Culture,339.0,Generous Reviewer
-WnGn4MpsJfrRNt5RaCcVQ,5.0,1,Sushi & Japanese Cuisine,727.0,Generous Reviewer
-WrhLgjeUEGO0KXa6w7c-Q,5.0,1,Unknown,102.0,Generous Reviewer
-X8zuDWviXYVuuE4OuZuFw,1.0,1,Unknown,277.0,Harsh Critic
-XKHBnHum0kAPC-9QStJVw,2.0,1,Sushi & Japanese Cuisine,396.0,Harsh Critic
-XsNlPor4yWB7DwCq4KISA,5.0,1,Unknown,431.0,Generous Reviewer
-Xvw4qxqFv4dtyDkA6EUHA,5.0,1,Unknown,243.0,Generous Reviewer
-XwDMyA9cGelAX9ER4pzVQ,5.0,1,Unknown,378.0,Generous Reviewer
-Y4F68ZKJP4EO8d6O3ZsyQ,5.0,1,Mexican Food Lovers,346.0,Generous Reviewer
-YFNSnKGhPi8ucKCSqI2cQ,5.0,1,Desserts & Donuts,355.0,Generous Reviewer
-YKOWciKFYcKxOCY_CIkYg,2.0,1,Mexican Food Lovers,225.0,Harsh Critic
-YUyhgqJMz-qnLVRNw-r6g,5.0,1,Hotel & Travel Dining,142.0,Generous Reviewer
-YYWi-wWrZhxmql9Ioa0zA,1.0,1,Unknown,807.0,Harsh Critic
-YgLps9nMhy7KUgdwjE0DQ,1.0,1,Sushi & Japanese Cuisine,309.0,Harsh Critic
-Z1_l4euniNUDj5v5F7I8Q,4.0,1,Unknown,413.0,Casual Reviewer
-Z698GDG7y6igr0eW15oXw,4.0,1,Craft Beer & Nightlife,126.0,Casual Reviewer
-ZFzMM-x-zFfUrdxy9SO4g,5.0,1,Unknown,63.0,Generous Reviewer
-ZHlPAvlVdgtiu6DiCq7Yg,1.0,1,Burger & Fast Food Fans,487.0,Harsh Critic
-ZLaDxzqAuVJ2lSAI4UJog,3.0,1,Unknown,119.0,Casual Reviewer
-ZnvhFa1p16VKide9ddwbg,4.0,1,Unknown,650.0,Detailed Reviewer
-_TBlZG9fbt1yHLcu8hS0A,4.0,1,Unknown,285.0,Casual Reviewer
-_nc_JQ7ZyAw6fSOEmFArQ,5.0,1,Hotel & Travel Dining,205.0,Generous Reviewer
-_pIqzUcKLLHL_iFqW6PKw,5.0,1,Unknown,93.0,Generous Reviewer
-aAgfEUH4UoFDRXZCfJSUA,1.0,1,Unknown,589.0,Harsh Critic
-acczjaBCs8LZLvDQhUbWQ,5.0,1,Unknown,326.0,Generous Reviewer
-ardgVCll2R5katdLpNoVQ,3.0,1,Service Experience Reviews,1754.0,Detailed Reviewer
-b66K5diYIQCydShlfkRWA,3.0,2,Unknown,624.5,Detailed Reviewer
-bCic71e6_QzpBjhJBgxPw,4.0,1,Craft Beer & Nightlife,131.0,Casual Reviewer
-bPILQ2SojyITjuQQF7KiQ,5.0,1,General Positive Dining,650.0,Generous Reviewer
-boyAT-5i6HyD7IZxDOccQ,4.0,1,Thai & Spicy Food,445.0,Casual Reviewer
-c9t77LeAfhc26e_VtPa5Q,5.0,1,Mexican Food Lovers,493.0,Generous Reviewer
-cBIMElg2bYu8msItArLKQ,5.0,1,Unknown,605.0,Generous Reviewer
-cGM5z-kRP-9nUP-LXiJJA,4.0,1,Unknown,213.0,Casual Reviewer
-cI3u--7KBOPcWsutQPvHA,3.0,1,Burger & Fast Food Fans,449.0,Casual Reviewer
-cUXBYcnwZl81o1JCz3qFg,5.0,1,Unknown,551.0,Generous Reviewer
-cb2SLDoCysQFxbDDf_0pg,2.0,1,Burger & Fast Food Fans,1187.0,Harsh Critic
-cvrhCPCKHUkEsDak_fY4g,4.333333333333333,3,Italian & Pasta,357.0,Casual Reviewer
-d7q3m3MYX1yag-_JLb6bw,3.0,1,Mexican Food Lovers,792.0,Detailed Reviewer
-dV2GaHNJHhDYbrmu48ZDQ,4.0,2,Sandwich & Deli Lovers,1063.5,Detailed Reviewer
-dbM944bfCz-KeUD5gTErw,3.0,1,Sushi & Japanese Cuisine,782.0,Detailed Reviewer
-dgC1iRp_JqBTmn5d1wRhg,5.0,1,Coffee & Cafe Culture,493.0,Generous Reviewer
-dnERQYQCDVZFMMuh7bBDg,3.0,1,Unknown,739.0,Detailed Reviewer
-eBkx1Hl2A40GZAaZvXR1Q,4.0,1,Unknown,645.0,Detailed Reviewer
-eQsKr2MSbQPiM36rBjuaA,5.0,1,Unknown,95.0,Generous Reviewer
-ew1_kgONKFEeOeqT5-h4g,4.0,1,Unknown,1353.0,Detailed Reviewer
-f7hMcmoh_0pigmUfwE3_w,5.0,1,Unknown,343.0,Generous Reviewer
-fIGSnH48GTIl5t3_3T5qw,3.5,2,General Positive Dining,242.5,Casual Reviewer
-fZkBfTnBOPzU9jLNAOedQ,5.0,1,Sushi & Japanese Cuisine,315.0,Generous Reviewer
-fbq-avXty6ua-N-8NSpJw,4.0,1,Unknown,634.0,Detailed Reviewer
-fe7VLodwC_B5Cg4jT0xCg,5.0,1,Unknown,168.0,Generous Reviewer
-fh8LjJKj34MLGLn-OhaAA,4.0,1,Unknown,872.0,Detailed Reviewer
-frybFHNHWnwd69LFXkOVQ,2.0,1,Sushi & Japanese Cuisine,339.0,Harsh Critic
-gcS8S7aiHTwYROMC5QP5A,3.0,1,Unknown,49.0,Casual Reviewer
-gjIjEvEA2rlypikYsEA5A,5.0,1,Unknown,106.0,Generous Reviewer
-h4xQ9C5EIkE0dLacvFRng,1.0,1,Unknown,791.0,Harsh Critic
-hKniZN2OdshWLHYuj21jQ,5.0,3,BBQ & Southern Cuisine,514.6666666666666,Generous Reviewer
-hfnsEpwX00O7CsdPG30Iw,5.0,1,Unknown,178.0,Generous Reviewer
-hq6dkvt907T0MPJK9Qaig,1.0,1,Unknown,202.0,Harsh Critic
-huUD81_NfTIezXLXQI6jg,4.0,1,Coffee & Cafe Culture,678.0,Detailed Reviewer
-iSIjLN3fOFflLDlsXDNhA,4.0,1,Thai & Spicy Food,188.0,Casual Reviewer
-ii3DEKB-TyXz_7k6kd6UQ,4.0,1,Pizza Enthusiasts,108.0,Casual Reviewer
-jAM8fLIqkWglm-0i9vvVA,4.0,1,Unknown,744.0,Detailed Reviewer
-jDeVOSM0TXEAgC_agl3nA,5.0,1,Unknown,156.0,Generous Reviewer
-jMFsujyc7mi7UGW275Hzw,4.0,1,Breakfast & Brunch Lovers,448.0,Casual Reviewer
-jOcmw3WqMfP_yUDz03kBA,3.0,1,Unknown,272.0,Casual Reviewer
-jrwypTLowMet1vi9cp99Q,4.0,1,Unknown,168.0,Casual Reviewer
-k1-ZNv4zOSapUs4mcTbTQ,4.0,1,Pizza Enthusiasts,538.0,Detailed Reviewer
-kAQ-PSKx3i0st2B4aPpTg,4.0,1,Unknown,1143.0,Detailed Reviewer
-krA61M8tpknp6WbOEimpw,5.0,1,Sushi & Japanese Cuisine,381.0,Generous Reviewer
-l0NRimFZIUlb7Wl5V_DUQ,5.0,1,Unknown,338.0,Generous Reviewer
-lDWzE9F7kvby7L_D1yHtQ,5.0,1,Unknown,223.0,Generous Reviewer
-lJvVg3jiFg6k9PsOOhwcg,5.0,1,Vegan & Healthy Eating,82.0,Generous Reviewer
-lg4J2SOILBJOxqH4S0x4g,5.0,2,Unknown,220.0,Generous Reviewer
-lnbHf8s3iVuhSeHtIHySw,2.0,1,Unknown,578.0,Harsh Critic
-loKeff8AHTY4HoQY5WgtQ,4.0,1,Unknown,603.0,Detailed Reviewer
-m9KDcx93-IHapCQZZF-ag,5.0,1,Mexican Food Lovers,167.0,Generous Reviewer
-mJaCibjXvT7t49ij9Xx5A,2.0,1,Unknown,287.0,Harsh Critic
-mXobpJ3z3X6nMriCklbog,3.0,1,Unknown,260.0,Casual Reviewer
-mYOoQmV7pMq9YZzHYbLOg,3.0,1,Unknown,433.0,Casual Reviewer
-mhugkgHSydkWOFC6VU8iw,4.0,1,General Positive Dining,242.0,Casual Reviewer
-mjJ1yEXgmdr4mM_diOnAQ,4.0,1,Unknown,655.0,Detailed Reviewer
-n4-Rc5rQ8xB0y7yifd4Zw,1.0,1,Pizza Enthusiasts,266.0,Harsh Critic
-nF3ET7RmAzBwZSNrj4xVA,2.0,1,Unknown,744.0,Harsh Critic
-nK9PQgll9k_SW9QLIegCw,1.0,1,Pizza Enthusiasts,681.0,Harsh Critic
-ne-7caCLAk2j3kD7tzBGw,1.0,1,Mexican Food Lovers,841.0,Harsh Critic
-nmTwBe8ITqGPNoImxWCLg,3.5,2,Unknown,441.5,Casual Reviewer
-nmYH4nA8BIpYggms0nEcw,5.0,1,Sandwich & Deli Lovers,409.0,Generous Reviewer
-nvndSieXz__5zisg4lP1g,5.0,1,Unknown,244.0,Generous Reviewer
-o3q-3B1o7RYPhGRGCDXwQ,3.0,1,Unknown,520.0,Detailed Reviewer
-oGuU_wgcm-rjfy6NTXm1w,5.0,1,Unknown,339.0,Generous Reviewer
-oJU-p07RO4RrODHiDe-WQ,4.0,1,Unknown,1524.0,Detailed Reviewer
-oYz5Kx9RWUzcHSpkHXxmw,2.0,1,Service Experience Reviews,471.0,Harsh Critic
-ou42X2Ny3erNTjUmYn60A,5.0,1,Mexican Food Lovers,737.0,Generous Reviewer
-pOPETmDQKXdp_0dtn1kXg,5.0,1,Unknown,304.0,Generous Reviewer
-pVe4vgAv2KD6UwLvYK4iw,4.0,1,Unknown,934.0,Detailed Reviewer
-pXHKHMfBZRQnxqoA_zANw,5.0,1,Mexican Food Lovers,543.0,Generous Reviewer
-pY1-iQMuIsatYzN669TQw,4.0,1,Unknown,352.0,Casual Reviewer
-qAvMjM58F6SU09UHG7VIA,4.0,1,Unknown,662.0,Detailed Reviewer
-qFq8HU_lITIJTnjvnBUrQ,5.0,1,Sushi & Japanese Cuisine,160.0,Generous Reviewer
-qoyKSF2G3PkR_7XNoJfpQ,4.0,1,Unknown,516.0,Detailed Reviewer
-qvODyv6ZM6WaHps0GIczQ,5.0,1,Sushi & Japanese Cuisine,391.0,Generous Reviewer
-r1NY_MtWpga7MZmWabocg,5.0,1,Vegan & Healthy Eating,192.0,Generous Reviewer
-rBPL3ntdbLnTw3uwZLfQw,5.0,1,Unknown,981.0,Generous Reviewer
-rGU3wo4fgEnGRboYdMTjw,2.5,2,Unknown,1447.0,Harsh Critic
-rU5W0wz2EuuwXOA-xZkMw,4.0,1,Unknown,437.0,Casual Reviewer
-sNnMj7W-EDyhHyBhHvW9A,5.0,1,Mexican Food Lovers,939.0,Generous Reviewer
-sa7xyGx09l8ESrpWlHC0g,5.0,1,Mexican Food Lovers,664.0,Generous Reviewer
-scR4lsGE_Z_OOKZGjeoew,5.0,1,Chinese Cuisine,187.0,Generous Reviewer
-stwKsh3DAWQ0W29PPXfCw,4.0,1,Craft Beer & Nightlife,1521.0,Detailed Reviewer
-t1fPYwwXrZjiKxXrn3wDw,2.0,1,Unknown,457.0,Harsh Critic
-t3oo_EtBZRjeWvaw3S3AQ,1.0,1,Local Nashville Experiences,1232.0,Harsh Critic
-tQs4IOI8art2WpwK80JFw,5.0,1,Unknown,271.0,Generous Reviewer
-tX6hgNHYMUr433rYapm-g,4.0,1,Unknown,410.0,Casual Reviewer
-tfjCjHe_eZZvpcQXcWhig,1.0,1,Unknown,208.0,Harsh Critic
-tz9i4wSQg4vSQzAA5Svqg,1.0,1,Thai & Spicy Food,103.0,Harsh Critic
-u1pc6o7QmtdrN5i23CIng,4.5,2,Mexican Food Lovers,282.0,Generous Reviewer
-u3eeWqgWrBXcAiCssL5Ow,3.0,1,Unknown,449.0,Casual Reviewer
-uCSOqlQdOaE_SQwEuXKlA,5.0,1,Local Nashville Experiences,608.0,Generous Reviewer
-uYd-GuumVkmS1O7yt_LAQ,4.0,1,Unknown,232.0,Casual Reviewer
-uglef88WEwkI6UlAqwO0Q,5.0,1,Craft Beer & Nightlife,133.0,Generous Reviewer
-vUVBLuoiUD3Lp1whw41og,5.0,1,Unknown,133.0,Generous Reviewer
-vbP-bjl3JRW0-55sjnKDA,5.0,1,Unknown,215.0,Generous Reviewer
-vgXO4pf-E8EJ-VrdtMpkQ,1.0,1,Sushi & Japanese Cuisine,1083.0,Harsh Critic
-vhMieXWbQzQ_RM-8zZvcg,5.0,1,Breakfast & Brunch Lovers,273.0,Generous Reviewer
-wBQ2jBxanWHra6E9gQUcQ,5.0,1,Pizza Enthusiasts,131.0,Generous Reviewer
-x-wu1NKvcr6gR5eznM-xw,5.0,1,Pizza Enthusiasts,150.0,Generous Reviewer
-xTAmslBDE_mq-6Kbxieag,4.333333333333333,3,Craft Beer & Nightlife,446.6666666666667,Casual Reviewer
-xTE7OlWIikJLW6fHMEjrQ,3.0,1,Craft Beer & Nightlife,250.0,Casual Reviewer
-xXEPuLDdeZvVxLFsug44Q,5.0,1,Unknown,441.0,Generous Reviewer
-xbucucKMv9kPArXQLLpEw,1.0,1,Unknown,1500.0,Harsh Critic
-xp8eO07Uk3xzoLupk4tOA,4.0,1,Unknown,122.0,Casual Reviewer
-xud8VLlSaHa-GKWWv7kwg,5.0,1,Breakfast & Brunch Lovers,127.0,Generous Reviewer
-xxqqq_K-mwstBWMV4LUMg,5.0,1,Unknown,244.0,Generous Reviewer
-y4O_E79Z6QwEI1p4OU_0w,4.0,2,Vietnamese & Pho,274.0,Casual Reviewer
-yi-3gWJn_vccgVDh3cNpg,4.0,1,Mexican Food Lovers,191.0,Casual Reviewer
-yiUJ3bNMGt3HwOOpdc4VA,4.0,1,Unknown,442.0,Casual Reviewer
-yrJh-TX-Z2jde5VJz86lg,3.0,1,Mexican Food Lovers,90.0,Casual Reviewer
-yuQ0Q8LNTe4KegNYJsIyw,5.0,1,Unknown,332.0,Generous Reviewer
-z3B49sAWnCOBFOTa64ddg,1.0,1,Unknown,1814.0,Harsh Critic
-zHWJzvRMW3xPU28gOO3gw,5.0,1,Unknown,390.0,Generous Reviewer
-zNq5YGXLqhZfvQClqoqsQ,5.0,1,Unknown,213.0,Generous Reviewer
-zX7TEf41iEiO4VNJTbQFQ,1.0,1,Unknown,235.0,Harsh Critic
-zZFAx4u-fycwYlloyiKBw,5.0,1,Craft Beer & Nightlife,204.0,Generous Reviewer
0-2Y1pgY_1NHmJcofBSwsA,5.0,1,Unknown,1475.0,Generous Reviewer
0-8clH8SrvdRfX_HnVQV4Q,1.0,1,Pizza Enthusiasts,466.0,Harsh Critic
0-hb63A9uWjR1YIyVMu6rg,5.0,1,Breakfast & Brunch Lovers,1452.0,Generous Reviewer
0-zHvlwR7ZmVeasLRGwpag,4.0,1,Unknown,458.0,Casual Reviewer
0045TtOuxbg0M_82rf4LCA,1.0,1,Unknown,332.0,Harsh Critic
00CFVRBtUwlAbNaCp4nNFA,5.0,1,Unknown,252.0,Generous Reviewer
00NbY_rbUqgX4YWB1DU_AA,2.0,1,Mexican Food Lovers,103.0,Harsh Critic
00T5QTgISL6Dco_RisOu1A,5.0,1,Service Experience Reviews,80.0,Generous Reviewer
00astKeQZ8IHTELh2Xp0zQ,5.0,1,Hotel & Travel Dining,103.0,Generous Reviewer
00uZnIPvzZkSMkxh5LKk8g,5.0,1,Unknown,403.0,Generous Reviewer
01EE-OfsMFnZJhfNQsp2vg,4.0,1,Sandwich & Deli Lovers,289.0,Casual Reviewer
01FwsRt63gYZIIyDwXT3Gg,5.0,1,Unknown,499.0,Generous Reviewer
01JFQ759zhT-b-MUUJlocw,5.0,1,Unknown,337.0,Generous Reviewer
01mM7cnSk1Ek1N8mnOJYkQ,5.0,1,Service Experience Reviews,1247.0,Generous Reviewer
02uxjke4yV-F3CVOQWN6UA,4.0,1,Breakfast & Brunch Lovers,251.0,Casual Reviewer
03E72pDVkjUXp7rzDyVBMw,3.0,2,Vietnamese & Pho,231.5,Casual Reviewer
